"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","20","1","1","12.669525","0","101"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","23","1","1","22.785948","0","144"
"/Game/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","0","14","1","1","12.933153","0","53"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","23","1","1","21.517555","0","154"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","1","1","132.303894","0","2444"
"/Game/Rewind/Character/FireBoss/Elemental/Materials/M_RampageCloth.M_RampageCloth","0","80","1","1","0.000000","0","1530"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","23","1","1","20.977272","0","117"
"/Game/Rewind/Character/FireBoss/Elemental/Materials/M_Rampage_Elemental_FireSplines.M_Rampage_Elemental_FireSplines","0","27","1","1","19.086287","0","191"
"/Game/Rewind/Maps/Fire/Materials/M_lava.M_lava","0","37","1","1","34.338203","0","324"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","3.065241","0","21"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","3.083626","0","26"
"/Game/Rewind/Character/MachineDrone/Materials/M_MachineDrone.M_MachineDrone","0","14","1","1","12.273088","0","75"
"/Game/Rewind/Maps/Fire/Materials/M_lava_2.M_lava_2","0","37","1","1","33.154659","0","333"
"/Game/Rewind/Maps/Glacier/Material/Ice003_2.Ice003_2","0","14","1","1","12.540810","0","102"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Body_1.M_Sci_Fi_Character_Body_1","0","32","1","1","27.706760","0","221"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Body_2.M_Sci_Fi_Character_Body_2","0","32","1","1","27.278791","0","261"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Body_3.M_Sci_Fi_Character_Body_3","0","32","1","1","27.715311","0","276"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Details_1.M_Sci_Fi_Character_Details_1","0","32","1","1","27.839586","0","283"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Details_2.M_Sci_Fi_Character_Details_2","0","32","1","1","26.965311","0","213"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Details_3.M_Sci_Fi_Character_Details_3","0","32","1","1","26.274353","0","255"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","1","1","77.179749","0","1728"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","1","1","5.768665","0","37"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","1","1","194.612671","0","809"
"/Game/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","0","14","2","1","14.835383","0","88"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","28","1","1","22.609303","0","330"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_6.M_Sci_Fi_Character_Head_6","0","32","1","1","27.630503","0","382"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","23","1","1","21.161432","0","277"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_5.M_Sci_Fi_Character_Head_5","0","32","1","1","27.818531","0","494"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_3.M_Sci_Fi_Character_Head_3","0","32","1","1","28.080595","0","350"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_4.M_Sci_Fi_Character_Head_4","0","32","1","1","28.261000","0","370"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","23","1","1","21.194868","0","181"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","23","2","1","21.098122","0","154"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","23","1","1","20.880001","0","158"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","23","1","1","20.021881","0","181"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","21","1","1","12.148428","0","141"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","41","1","1","29.959211","0","387"
"/Game/Rewind/Character/FireBoss/M_RampageV001_MASTER.M_RampageV001_MASTER","0","63","65","1","0.000000","63","1216"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","3","1","121.506134","0","1956"
"/Game/Megascans/Surfaces/Burnt_Pine_Bark_vdfkfhen/T_Burnt_Pine_Bark_vdfkfhen_2K_Mat.T_Burnt_Pine_Bark_vdfkfhen_2K_Mat","0","14","1","1","12.997196","0","88"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_VT.M_MS_Imperfection_Material_VT","0","14","1","1","13.173444","0","62"
"/Game/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","0","14","1","1","12.903359","0","97"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","22","1","1","20.648325","0","230"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_Var_VT.M_MS_Imperfection_Material_Var_VT","0","14","1","1","13.488704","0","84"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","23","1","1","21.641392","0","147"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","23","1","1","21.458971","0","158"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","23","1","1","22.668552","0","162"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","23","1","1","21.365404","0","230"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","56","1","1","56.715893","0","737"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","23","1","1","22.020050","0","219"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","1","1","3.083966","0","13"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldRadiusPreview.M_FieldRadiusPreview","0","20","1","1","20.705822","0","152"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","37","1","1","36.006592","0","348"
"/Game/Rewind/Character/DesertSkeleton/Materials/M_SWSkeletonMtl.M_SWSkeletonMtl","0","28","1","1","25.847322","0","307"
"/Game/Rewind/Maps/Fire/Materials/M_LavaFloor/M_LavaFloor.M_LavaFloor","0","14","1","1","12.132564","0","71"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","659","9","1","535.247986","0","34710"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_2.M_Sci_Fi_Character_Head_2","0","32","5","1","29.507139","0","228"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_1.M_Sci_Fi_Character_Head_1","0","32","7","1","29.881664","0","193"
"/Game/MSPresets/M_MS_Decal_Material_VT/M_MS_Decal_Material_VT.M_MS_Decal_Material_VT","0","23","6","1","40.102543","23","234"
"/Game/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","23","6","1","40.402580","23","262"
"/Game/MSPresets/M_MS_ImperfectionDecal_Material_VT/M_MS_ImperfectionDecal_Material_VT.M_MS_ImperfectionDecal_Material_VT","0","23","3","1","39.570969","23","250"
"/Game/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","0","23","4","1","38.652710","23","297"
"Globals","49","5062","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","1","1","4.183857","0","13"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","2","1","5.137580","0","24"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","1","1","21.678747","0","124"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","2","1","15.182638","0","17"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","1","1","4.373192","0","17"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","2","1","10.809773","0","20"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","1","1","11.384779","0","34"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","1","1","3.875410","0","13"
"/Game/Rewind/Material/MT_Fresnel.MT_Fresnel","49","40","2","1","38.897453","0","781"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","6","1","7.344480","0","33"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","12","1","1","8.404089","0","89"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","1","1","3.449084","0","19"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","1","1","26.302456","0","388"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","1","1","15.696416","0","71"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","1","1","103.631950","0","10089"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","4.459916","0","9"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","4.791852","0","5"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","20","7","1","14.642509","0","136"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","35","5","1","37.293125","0","612"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","3","1","22.903404","0","285"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","23","1","1","20.182619","0","282"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","4","1","1","2.820244","0","13"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","23","1","1","21.079853","0","262"
"/Game/Rewind/Maps/Fire/FBX/Puzzle/08_-_Default.08_-_Default","49","14","1","1","13.997819","0","105"
"/Game/Rewind/Maps/Fire/FBX/Puzzle/07_-_Default.07_-_Default","49","14","1","1","13.899065","0","97"
"/Game/Rewind/Maps/Fire/FBX/Puzzle/02_-_Default.02_-_Default","49","14","1","1","12.652080","0","118"
"/Game/Rewind/Maps/Fire/FBX/Puzzle/01_-_Default.01_-_Default","49","14","1","1","13.150136","0","107"
"/Game/Rewind/Maps/Fire/FBX/IN/03_-_Default.03_-_Default","49","14","1","1","13.179838","0","118"
"/Game/Rewind/Maps/Fire/FBX/IN/02_-_Default.02_-_Default","49","14","1","1","0.000000","0","118"
"/Game/Rewind/Maps/Fire/FBX/IN/01_-_Default.01_-_Default","49","14","1","1","0.000000","0","107"
"/Game/Rewind/Character/Main_Character/FBX/01_-_Default.01_-_Default","49","14","1","1","0.000000","0","107"
"/Game/Rewind/Character/Main_Character/FBX/Fbx_Default_Material.Fbx_Default_Material","49","14","1","1","13.354456","0","118"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","49","37","1","1","35.660007","0","644"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","1","1","3.235882","0","13"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","23","1","1","24.003632","0","294"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","23","1","1","21.337008","0","287"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","37","1","1","34.262783","0","676"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","1","1","69.758400","0","1392"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","1","1","72.500824","0","1291"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","25.892633","0","413"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","1","1","65.152885","0","1383"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","1","1","5.244371","0","34"
"/Game/Rewind/Character/Main_Character/Materials/Material__49.Material__49","49","28","1","1","23.627092","0","416"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","49","23","1","1","20.003326","0","279"
"/Game/Rewind/Character/Main_Character/Materials/Sword.Sword","49","14","5","1","11.483204","0","74"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","5","2","37.426056","0","712"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","7.353874","0","53"
"/ControlRig/M_Manip.M_Manip","49","9","2","1","6.046140","0","51"
